B,num_digits,density,trial,x,y,x_support_size,y_support_size,raw_support_size,final_support_size,size_Sx,size_Sy,size_sumset,max_representation_count,additive_energy,support_density_x,support_density_y,diameter_x,diameter_y,raw_mass_total,max_raw_mass,diagonal_mass_entropy,diagonal_mass_concentration,carry_mass,carry_count,carry_depth,carry_entropy,carry_amplification_ratio,max_carry_cascade_length,value_weighted_carry,normalized_value_weighted_carry
2,16,0.7,0,60503,65099,10,11,31,20,10,11,31,7,484,0.625,0.6875,15,15,110,7,4.77875182033795,0.06363636363636363,90,30,31,4.674930391077766,0.8181818181818182,30,7760185596,1.970247937055218
2,16,0.7,1,38515,54011,9,11,30,20,9,11,30,7,425,0.5625,0.6875,15,15,99,7,4.673407919334306,0.0707070707070707,79,27,28,4.570010027788141,0.797979797979798,27,597902236,0.2874207095384162
2,16,0.7,2,64444,65405,12,14,29,20,12,14,29,12,1236,0.8571428571428571,0.875,13,15,168,12,4.642584860137858,0.07142857142857142,148,27,31,4.560867411638451,0.8809523809523809,27,8429112480,1.999808501140113
2,16,0.7,3,64511,36561,15,8,31,16,15,8,31,8,626,0.9375,0.5,15,15,120,8,4.678156198031283,0.06666666666666667,104,27,31,4.537717276901386,0.8666666666666667,27,4783655520,2.028187294881902
2,16,0.7,4,52037,44169,8,7,29,19,8,7,29,4,138,0.5,0.4375,15,15,56,4,4.66379956460568,0.07142857142857142,37,22,31,4.378240189894802,0.6607142857142857,22,4544588800,1.977264531818819
2,16,0.7,5,55983,53181,11,12,31,17,11,12,31,8,708,0.6875,0.75,15,15,132,8,4.747253473751745,0.06060606060606061,115,29,31,4.683971630567569,0.8712121212121212,29,5140490920,1.726600766399212
2,16,0.7,6,63933,57279,12,14,31,17,12,14,31,11,1152,0.75,0.875,15,15,168,11,4.745641026250857,0.06547619047619048,151,29,31,4.694434502265669,0.8988095238095238,29,7355125384,2.008489517908901
2,16,0.7,7,65247,64761,14,12,31,23,14,12,31,10,1160,0.875,0.75,15,15,168,10,4.733673960785516,0.05952380952380952,145,28,31,4.633295839844351,0.8630952380952381,28,8349685328,1.9760412871422461
2,16,0.7,8,63935,57079,13,13,31,14,13,13,31,10,1135,0.8125,0.8125,15,15,169,10,4.773004109155857,0.05917159763313609,155,30,31,4.725751241338743,0.9171597633136095,30,7304845972,2.0016863959261917
2,16,0.7,9,61311,58686,14,10,30,18,14,10,30,9,796,0.875,0.6666666666666666,15,14,140,9,4.738636615198923,0.06428571428571428,122,29,31,4.697373225426978,0.8714285714285714,29,6643857288,1.8464918119533278
2,16,0.7,10,64095,58425,12,8,31,19,12,8,31,7,374,0.75,0.5,15,15,96,7,4.775547365928908,0.07291666666666667,77,28,31,4.645123924582977,0.8020833333333334,28,6451118416,1.722709865807811
2,16,0.7,11,38606,40890,9,11,27,16,9,11,27,7,457,0.6,0.7333333333333333,14,14,99,7,4.555482949226149,0.0707070707070707,83,24,28,4.401583909250076,0.8383838383838383,24,757112672,0.47961040703336416
2,16,0.7,12,64951,62523,13,10,31,16,13,10,31,9,660,0.8125,0.625,15,15,130,9,4.799758995182817,0.06923076923076923,114,30,31,4.747830559912504,0.8769230769230769,30,8058720156,1.9844512048591076
2,16,0.7,13,40831,63439,13,13,31,12,13,13,31,10,1189,0.8125,0.8125,15,15,169,10,4.720761970556387,0.05917159763313609,157,30,31,4.673691411855149,0.9289940828402367,30,5317312868,2.0527963639748728
2,16,0.7,14,63226,57084,12,12,28,18,12,12,28,10,942,0.8,0.8571428571428571,14,13,144,10,4.592029777722905,0.06944444444444445,126,26,31,4.535242004573289,0.875,26,7207703616,1.9970402380678018
2,16,0.7,15,49068,61418,11,12,28,15,11,12,28,10,844,0.7857142857142857,0.8,13,14,132,10,4.5220393651289505,0.07575757575757576,117,25,31,4.403694207683443,0.8863636363636364,25,6295881088,2.0891156867219003
2,16,0.7,16,61391,64375,13,13,31,20,13,13,31,12,1147,0.8125,0.8125,15,15,169,12,4.766785946534945,0.07100591715976332,149,30,31,4.715599583847608,0.8816568047337278,30,7902809204,1.9996755993929094
2,16,0.7,17,61295,39919,13,12,31,18,13,12,31,9,1016,0.8125,0.75,15,15,156,9,4.7172815666198655,0.057692307692307696,138,30,31,4.703427219089024,0.8846153846153846,30,5160528228,2.1090625263037492
2,16,0.7,18,48895,36755,14,9,30,18,14,9,30,8,682,0.875,0.5625,15,15,126,8,4.683631140217682,0.06349206349206349,108,28,29,4.578426685647681,0.8571428571428571,28,1460380380,0.8126155190643711
2,16,0.7,19,62589,57342,11,14,30,19,11,14,30,9,978,0.6875,0.9333333333333333,15,14,154,9,4.714726922023636,0.05844155844155844,135,28,31,4.6523236099457055,0.8766233766233766,28,7143845392,1.9904954892905378
2,16,1.0,0,65535,65535,16,16,31,16,16,16,31,16,2736,1.0,1.0,15,15,256,16,4.715939567268614,0.0625,240,30,31,4.670559467361707,0.9375,30,8589541380,1.9999694819562066
2,16,1.0,1,65535,65535,16,16,31,16,16,16,31,16,2736,1.0,1.0,15,15,256,16,4.715939567268614,0.0625,240,30,31,4.670559467361707,0.9375,30,8589541380,1.9999694819562066
2,16,1.0,2,65535,65535,16,16,31,16,16,16,31,16,2736,1.0,1.0,15,15,256,16,4.715939567268614,0.0625,240,30,31,4.670559467361707,0.9375,30,8589541380,1.9999694819562066
2,16,1.0,3,65535,65535,16,16,31,16,16,16,31,16,2736,1.0,1.0,15,15,256,16,4.715939567268614,0.0625,240,30,31,4.670559467361707,0.9375,30,8589541380,1.9999694819562066
2,16,1.0,4,65535,65535,16,16,31,16,16,16,31,16,2736,1.0,1.0,15,15,256,16,4.715939567268614,0.0625,240,30,31,4.670559467361707,0.9375,30,8589541380,1.9999694819562066
2,16,1.0,5,65535,65535,16,16,31,16,16,16,31,16,2736,1.0,1.0,15,15,256,16,4.715939567268614,0.0625,240,30,31,4.670559467361707,0.9375,30,8589541380,1.9999694819562066
2,16,1.0,6,65535,65535,16,16,31,16,16,16,31,16,2736,1.0,1.0,15,15,256,16,4.715939567268614,0.0625,240,30,31,4.670559467361707,0.9375,30,8589541380,1.9999694819562066
2,16,1.0,7,65535,65535,16,16,31,16,16,16,31,16,2736,1.0,1.0,15,15,256,16,4.715939567268614,0.0625,240,30,31,4.670559467361707,0.9375,30,8589541380,1.9999694819562066
2,16,1.0,8,65535,65535,16,16,31,16,16,16,31,16,2736,1.0,1.0,15,15,256,16,4.715939567268614,0.0625,240,30,31,4.670559467361707,0.9375,30,8589541380,1.9999694819562066
2,16,1.0,9,65535,65535,16,16,31,16,16,16,31,16,2736,1.0,1.0,15,15,256,16,4.715939567268614,0.0625,240,30,31,4.670559467361707,0.9375,30,8589541380,1.9999694819562066
2,16,1.0,10,65535,65535,16,16,31,16,16,16,31,16,2736,1.0,1.0,15,15,256,16,4.715939567268614,0.0625,240,30,31,4.670559467361707,0.9375,30,8589541380,1.9999694819562066
2,16,1.0,11,65535,65535,16,16,31,16,16,16,31,16,2736,1.0,1.0,15,15,256,16,4.715939567268614,0.0625,240,30,31,4.670559467361707,0.9375,30,8589541380,1.9999694819562066
2,16,1.0,12,65535,65535,16,16,31,16,16,16,31,16,2736,1.0,1.0,15,15,256,16,4.715939567268614,0.0625,240,30,31,4.670559467361707,0.9375,30,8589541380,1.9999694819562066
2,16,1.0,13,65535,65535,16,16,31,16,16,16,31,16,2736,1.0,1.0,15,15,256,16,4.715939567268614,0.0625,240,30,31,4.670559467361707,0.9375,30,8589541380,1.9999694819562066
2,16,1.0,14,65535,65535,16,16,31,16,16,16,31,16,2736,1.0,1.0,15,15,256,16,4.715939567268614,0.0625,240,30,31,4.670559467361707,0.9375,30,8589541380,1.9999694819562066
2,16,1.0,15,65535,65535,16,16,31,16,16,16,31,16,2736,1.0,1.0,15,15,256,16,4.715939567268614,0.0625,240,30,31,4.670559467361707,0.9375,30,8589541380,1.9999694819562066
2,16,1.0,16,65535,65535,16,16,31,16,16,16,31,16,2736,1.0,1.0,15,15,256,16,4.715939567268614,0.0625,240,30,31,4.670559467361707,0.9375,30,8589541380,1.9999694819562066
2,16,1.0,17,65535,65535,16,16,31,16,16,16,31,16,2736,1.0,1.0,15,15,256,16,4.715939567268614,0.0625,240,30,31,4.670559467361707,0.9375,30,8589541380,1.9999694819562066
2,16,1.0,18,65535,65535,16,16,31,16,16,16,31,16,2736,1.0,1.0,15,15,256,16,4.715939567268614,0.0625,240,30,31,4.670559467361707,0.9375,30,8589541380,1.9999694819562066
2,16,1.0,19,65535,65535,16,16,31,16,16,16,31,16,2736,1.0,1.0,15,15,256,16,4.715939567268614,0.0625,240,30,31,4.670559467361707,0.9375,30,8589541380,1.9999694819562066
10,8,0.2,0,20000000,20000003,1,2,2,2,1,2,2,1,2,1.0,0.25,0,7,10,6,0.9709505944546686,0.6,0,0,-1,0.0,0.0,0,0,0.0
10,8,0.2,1,70000001,10000500,2,2,4,5,2,2,4,1,4,0.25,0.3333333333333333,7,5,48,35,1.1935868648479506,0.7291666666666666,3,1,10,-0.0,0.0625,1,30000000000,4.285499949492322e-05
10,8,0.2,2,60010000,20000600,2,2,4,6,2,2,4,1,4,0.5,0.3333333333333333,3,5,56,36,1.4029509030414604,0.6428571428571429,4,2,15,0.8112781244591328,0.07142857142857142,1,1000030000000000,0.8331944675887352
10,8,0.2,3,70901700,19100040,4,4,11,11,4,4,11,3,28,0.6666666666666666,0.5714285714285714,5,6,360,92,2.8821040043890895,0.25555555555555554,35,10,15,2.8780262306743603,0.09722222222222222,9,1628129130020000,1.2022586808300615
10,8,0.2,4,60000000,30000000,1,1,1,2,1,1,1,1,1,1.0,1.0,0,0,18,18,-0.0,1.0,1,1,15,-0.0,0.05555555555555555,1,1000000000000000,0.5555555555555556
10,8,0.2,5,60010600,50100000,3,2,5,6,3,2,5,2,8,0.5,0.6666666666666666,5,2,78,31,1.8826330653578975,0.3974358974358974,6,2,15,1.0,0.07692307692307693,1,3000030000000000,0.9978376873977813
10,8,0.2,6,30000000,40050000,1,2,2,4,1,2,2,1,2,1.0,0.5,0,3,27,15,0.9910760598382222,0.5555555555555556,2,2,15,1.0,0.07407407407407407,1,1001000000000000,0.8331252600915522
10,8,0.2,7,70900000,74300800,2,4,7,9,2,4,7,2,10,0.6666666666666666,0.6666666666666666,2,5,352,84,2.690604567381379,0.23863636363636365,34,7,15,2.7011267262571845,0.09659090909090909,6,5383350700000000,1.0219107034199595
10,8,0.2,8,90500704,30070300,4,3,8,14,4,3,8,3,22,0.5,0.5,7,5,325,83,2.7617565024844666,0.2553846153846154,30,8,15,2.764735178725505,0.09230769230769231,2,2026080340401000,0.7445038432806311
10,8,0.2,9,52020000,20047008,3,4,9,11,3,4,9,2,18,0.75,0.5,3,7,189,54,2.7968738557342716,0.2857142857142857,16,8,15,2.649397470347699,0.08465608465608465,6,1002411510100000,0.9612273806263214
10,8,0.2,10,20000000,64009000,1,3,3,5,1,3,3,1,3,1.0,0.6,0,4,38,18,1.5090275125326515,0.47368421052631576,2,2,15,1.0,0.05263157894736842,1,1000100000000000,0.7812182661813183
10,8,0.2,11,30506080,70009000,4,2,6,10,4,2,6,2,12,0.5714285714285714,0.4,6,4,352,101,2.4346314937289835,0.2869318181818182,35,7,15,2.532517935965527,0.09943181818181818,3,2030720050700000,0.950845111010556
10,8,0.2,12,20090000,70000025,2,3,6,8,2,3,6,1,6,0.5,0.375,3,7,154,63,2.115598719922357,0.4090909090909091,14,5,15,1.9852281360342514,0.09090909090909091,2,1006000102400000,0.7153521603600779
10,8,0.2,13,39000090,10000710,3,3,7,9,3,3,7,3,15,0.42857142857142855,0.42857142857142855,6,6,189,75,2.132022501537762,0.3968253968253968,15,3,10,1.4294732983598406,0.07936507936507936,2,27000060000,6.922584827839535e-05
10,8,0.2,14,60000002,90000000,2,1,2,4,2,1,2,1,2,0.25,1.0,7,0,72,54,0.8112781244591328,0.75,6,2,15,0.6500224216483541,0.08333333333333333,1,5000000100000000,0.9259259135802473
10,8,0.2,15,48210000,20000009,4,2,8,9,4,2,8,1,8,1.0,0.25,3,7,165,72,2.3242623645808935,0.43636363636363634,13,4,14,1.573402452417767,0.07878787878787878,3,100000471000000,0.1037133644470113
10,8,0.2,16,30000600,40000000,2,1,2,4,2,1,2,1,2,0.3333333333333333,1.0,5,0,36,24,0.9182958340544896,0.6666666666666666,3,2,15,0.9182958340544896,0.08333333333333333,1,1000020000000000,0.8333333333333334
10,8,0.2,17,40000030,18048704,2,6,11,13,2,6,11,2,14,0.2857142857142857,0.75,6,7,224,40,3.1977352121101026,0.17857142857142858,19,9,14,3.0105709342684834,0.08482142857142858,3,301320401220100,0.4173709303864263
10,8,0.2,18,50000043,60000004,3,2,5,7,3,2,5,2,8,0.375,0.25,7,7,120,38,2.20950215056624,0.31666666666666665,10,5,15,2.1709505944546685,0.08333333333333333,2,3000002300000110,0.9999998400001276
10,8,0.2,19,90006079,30000000,4,1,4,7,4,1,4,1,4,0.5,1.0,7,0,93,27,1.9793605205581077,0.2903225806451613,7,4,15,1.9502120649147467,0.07526881720430108,2,2000102200000000,0.7407285604934899
10,8,0.5,0,70001561,55005030,5,4,12,14,5,4,12,3,38,0.625,0.5714285714285714,7,6,360,76,3.3375924282112663,0.2111111111111111,32,11,15,3.2679399385868573,0.08888888888888889,9,3300437312321000,0.857158937285287
10,8,0.5,1,54700000,18090070,3,4,9,9,3,4,9,2,18,1.0,0.5714285714285714,2,6,400,101,2.937925592292758,0.2525,38,8,14,2.8732214356139147,0.095,8,450463340000000,0.4552310526590078
10,8,0.5,2,20003400,64600000,3,3,7,9,3,3,7,2,13,0.5,1.0,5,2,144,36,2.6266757881436185,0.25,12,6,15,2.4591479170272446,0.08333333333333333,4,1010233200000000,0.7817813386584962
10,8,0.5,3,79050009,15032000,4,4,11,13,4,4,11,3,28,0.5,0.8,7,4,330,66,3.2357526894175304,0.2,29,11,15,3.193682288007213,0.08787878787878788,9,1443611240210000,1.2148749131534387
10,8,0.5,4,52000500,86370850,3,6,11,13,3,6,11,3,34,0.5,0.8571428571428571,5,6,444,80,3.309535980350546,0.18018018018018017,43,11,15,3.306235464964187,0.09684684684684684,9,4434287230420000,0.9872999338257764
10,8,0.5,5,45209203,90000670,6,3,13,12,6,3,13,3,30,0.75,0.42857142857142855,7,6,550,81,3.46800499240662,0.14727272727272728,54,13,15,3.4526186333216105,0.09818181818181818,10,4410846726712200,1.084050148583252
10,8,0.5,6,90720001,30257057,4,6,13,14,4,6,13,3,52,0.5,0.75,7,7,551,104,3.3200597149151383,0.18874773139745918,54,10,15,3.1107615066410457,0.09800362976406533,9,2045861846100000,0.7453265181698937
10,8,0.5,7,90080345,90720000,5,3,9,10,5,3,9,2,27,0.625,0.75,7,3,522,90,3.015709030841561,0.1724137931034483,51,9,15,3.004678039063432,0.09770114942528736,6,8079085634100000,0.9886194012991942
10,8,0.5,8,10100005,92090000,3,3,8,8,3,3,8,2,11,0.375,0.75,7,3,140,45,2.4640845707842733,0.32142857142857145,11,5,13,2.0048861640918427,0.07857142857142857,2,11000410400000,0.011827006247928977
10,8,0.5,9,19006000,80090368,3,5,11,12,3,5,11,3,25,0.6,0.625,4,7,544,129,2.9450976203706247,0.23713235294117646,55,10,15,2.9933220966862195,0.10110294117647059,6,1703205272440000,1.118912121563893
10,8,0.5,10,60000550,80090008,3,3,9,12,3,3,9,1,9,0.42857142857142855,0.375,6,7,400,54,3.162117192180457,0.135,38,9,15,3.1632095937363847,0.095,5,4005044544004400,0.8334389294089828
10,8,0.5,11,43902300,97005007,5,4,12,14,5,4,12,3,38,0.8333333333333334,0.5,5,7,588,102,3.402392976334445,0.17346938775510204,58,12,15,3.4024699533187523,0.09863945578231292,10,4706466337012000,1.1051304168227096
10,8,0.5,12,28497000,30750608,5,5,12,9,5,5,12,3,61,1.0,0.625,4,7,870,142,3.351191093436128,0.1632183908045977,91,11,14,3.2975613316652606,0.10459770114942529,11,241125928750000,0.2751636514768158
10,8,0.5,13,30800008,93000050,3,3,8,10,3,3,8,2,11,0.375,0.42857142857142855,7,6,323,72,2.7288885883595055,0.22291021671826625,31,8,15,2.734430377705153,0.09597523219814241,4,2172002760000400,0.7582743430042932
10,8,0.5,14,50000002,33080000,2,3,6,8,2,3,6,1,6,0.25,0.75,7,3,98,40,2.276920133172311,0.40816326530612246,7,4,15,1.6644977792004612,0.07142857142857142,2,1104000000100000,0.6674727665900857
10,8,0.5,15,52056705,26500005,6,4,14,15,6,4,14,3,48,0.75,0.5,7,7,540,75,3.6319962261226366,0.1388888888888889,52,14,15,3.5863597298353778,0.0962962962962963,13,1332587742233020,0.9659912283653119
10,8,0.5,16,69906000,21028000,4,4,9,10,4,4,9,3,34,0.8,0.8,4,4,390,96,2.8344344118256837,0.24615384615384617,37,9,15,2.753486733107954,0.09487179487179487,9,1222907140000000,0.8319190316172339
10,8,0.5,17,14046807,80356630,6,6,14,13,6,6,14,5,118,0.75,0.8571428571428571,7,6,930,146,3.4782409479451095,0.15698924731182795,97,13,15,3.4559365748399182,0.1043010752688172,11,1305919623074200,1.1569567318214729
10,8,0.5,18,80380104,99060787,5,6,15,16,5,6,15,4,76,0.625,0.75,7,7,1104,147,3.6724341876389133,0.1331521739130435,114,15,15,3.6600326847476796,0.10326086956521739,15,7755904339813320,0.9740519187413422
10,8,0.5,19,94005040,51049263,4,7,14,13,4,7,14,4,68,0.5714285714285714,0.875,6,7,660,122,3.496692744733176,0.18484848484848485,65,13,15,3.424935697078009,0.09848484848484848,11,4205269863622100,0.876300896084445
10,8,0.7,0,50610100,59200401,4,5,12,13,4,5,12,3,40,0.6666666666666666,0.625,5,7,273,59,3.1072907953610542,0.21611721611721613,24,8,15,2.823934896284056,0.08791208791208792,8,2446221300000000,0.8164580953037505
10,8,0.7,1,77104723,42006042,7,5,15,16,7,5,15,4,97,0.875,0.625,7,7,558,78,3.632326887913406,0.13978494623655913,54,13,15,3.5093619287156654,0.0967741935483871,10,3410686654352100,1.0530502081189643
10,8,0.7,2,26113250,41684031,7,7,14,12,7,7,14,6,211,1.0,0.875,6,7,540,75,3.502785890452496,0.1388888888888889,54,13,15,3.416059958302405,0.1,13,1226856775311000,1.1271020219365802
10,8,0.7,3,63506420,24600803,6,5,14,14,6,5,14,4,78,0.8571428571428571,0.625,6,7,598,90,3.5183605715428166,0.1505016722408027,59,13,15,3.4517417272845208,0.09866220735785954,13,1364588926331000,0.8734437230535439
10,8,0.7,4,84072001,43000010,5,3,12,12,5,3,12,2,21,0.625,0.42857142857142855,7,6,176,40,3.020225894538692,0.22727272727272727,13,5,15,2.199687794731328,0.07386363636363637,5,3413200000000000,0.9441517363948891
10,8,0.7,5,90265258,18007090,7,4,14,15,7,4,14,4,68,0.875,0.5714285714285714,7,6,925,117,3.52999165972225,0.1264864864864865,96,13,15,3.534357946101518,0.10378378378378378,11,1704263127875700,1.0485097783662682
10,8,0.7,6,61085019,40998289,6,7,15,15,6,7,15,5,146,0.75,0.875,7,7,1470,207,3.6029582176300723,0.14081632653061224,157,15,15,3.6173394060884,0.10680272108843537,15,2170931210223880,0.8668533193019428
10,8,0.7,7,95600030,30941086,4,6,13,15,4,6,13,3,52,0.5714285714285714,0.75,6,7,713,105,3.3537424853694136,0.14726507713884993,69,12,15,3.2832772776221524,0.0967741935483871,10,2308840104002100,0.7805491873883994
10,8,0.7,8,20305406,47540296,5,7,15,13,5,7,15,5,101,0.625,0.875,7,7,740,85,3.708099929954516,0.11486486486486487,76,14,14,3.629627389524391,0.10270270270270271,14,123478996874530,0.12791442818282292
10,8,0.7,9,15000590,26039842,4,7,14,12,4,7,14,4,66,0.5714285714285714,0.875,6,7,680,121,3.370562718391453,0.17794117647058824,68,12,14,3.2825805209989767,0.1,10,130379739394100,0.33378239219232975
10,8,0.7,10,99600000,16580001,3,5,9,10,3,5,9,3,31,1.0,0.625,2,7,504,153,2.545319428606284,0.30357142857142855,50,6,15,2.28604988153611,0.0992063492063492,6,1837040000000000,1.1124351986967498
10,8,0.7,11,59708005,57203140,5,6,14,14,5,6,14,4,78,0.625,0.8571428571428571,7,6,748,108,3.5136746352335564,0.1443850267379679,76,13,15,3.468610268010536,0.10160427807486631,12,4017797782310200,1.1763475313398626
10,8,0.7,12,82163840,71434612,7,8,14,11,7,8,14,7,280,1.0,1.0,6,7,896,142,3.5748199901986264,0.15848214285714285,93,13,15,3.512037018531809,0.10379464285714286,13,5248961107842000,0.8943014532584086
10,8,0.7,13,10681300,60322856,5,7,12,13,5,7,12,5,121,0.8333333333333334,0.875,5,7,608,102,3.311177401077616,0.16776315789473684,61,11,13,3.231750693853012,0.10032894736842106,11,45365019721000,0.07040687941072882
10,8,0.7,14,66026420,92927807,6,7,14,13,6,7,14,5,158,0.8571428571428571,0.875,6,7,1144,156,3.629373310624718,0.13636363636363635,120,14,15,3.5960883247920834,0.1048951048951049,14,6780385338662100,1.1050729225941212
10,8,0.7,15,59093005,65649083,5,7,14,15,5,7,14,5,105,0.625,0.875,7,7,1271,210,3.577881886500268,0.16522423288749016,132,14,15,3.5532526347217277,0.1038552321007081,12,3895773190750410,1.0042201356076015
10,8,0.7,16,30064043,52200880,5,5,14,13,5,5,14,3,55,0.625,0.7142857142857143,7,6,500,86,3.536625636332834,0.172,47,12,15,3.41320155563308,0.094,11,1003345378335200,0.6393302391328645
10,8,0.7,17,72961661,37083266,8,7,15,15,8,7,15,7,260,1.0,0.875,7,7,1330,181,3.635558605722056,0.13609022556390976,139,14,15,3.60717110280409,0.10451127819548872,14,2665050666867400,0.9849921772937457
10,8,0.7,18,20009301,63904912,4,7,14,16,4,7,14,3,66,0.5,0.875,7,7,510,102,3.2653938464743892,0.2,48,11,15,3.0919468148305715,0.09411764705882353,9,1010679450321000,0.7904006286106673
10,8,0.7,19,98807010,77002065,5,5,14,13,5,5,14,3,53,0.7142857142857143,0.625,6,7,891,119,3.548079081559202,0.1335578002244669,91,12,15,3.4676670713588233,0.10213243546576879,12,8416779204430000,1.1062564230163037
10,8,1.0,0,68328799,55739646,8,8,15,14,8,8,15,8,344,1.0,1.0,7,7,2340,273,3.7113455085286606,0.11666666666666667,252,15,15,3.701372123006529,0.1076923076923077,15,3912960216334950,1.027394978870482
10,8,1.0,1,69351559,37158667,8,8,15,15,8,8,15,8,344,1.0,1.0,7,7,1849,226,3.740616741542341,0.12222823147647377,198,15,15,3.7348710424099054,0.10708491076257437,15,2790693635862960,1.0829185861780786
10,8,1.0,2,77725932,25634173,8,8,15,16,8,8,15,8,344,1.0,1.0,7,7,1302,173,3.62239708754928,0.13287250384024576,135,14,15,3.5756884924406536,0.10368663594470046,14,1612339960795200,0.8092288705965599
10,8,1.0,3,25725976,73233111,8,8,15,16,8,8,15,8,344,1.0,1.0,7,7,903,120,3.5971161914647314,0.132890365448505,91,14,15,3.5156786231549253,0.10077519379844961,14,1475944297542100,0.7834127287071815
10,8,1.0,4,27988268,58624427,8,8,15,15,8,8,15,8,344,1.0,1.0,7,7,1900,235,3.682700225216119,0.12368421052631579,204,15,15,3.6745548695856782,0.10736842105263159,15,1749112570426650,1.06601453483736
10,8,1.0,5,94183897,48199183,8,8,15,16,8,8,15,8,344,1.0,1.0,7,7,2107,267,3.6666650664920213,0.1267204556241101,225,15,15,3.664331484202736,0.10678690080683437,15,4966171037261820,1.093969817234384
10,8,1.0,6,79739766,82678542,8,8,15,15,8,8,15,8,344,1.0,1.0,7,7,2268,274,3.6428723120528805,0.12081128747795414,244,15,15,3.626328534393319,0.10758377425044091,15,7048902173937310,1.0691871168291747
10,8,1.0,7,42898787,36517493,8,8,15,15,8,8,15,8,344,1.0,1.0,7,7,2014,259,3.608605554899821,0.12859980139026814,215,15,15,3.5882712485993236,0.1067527308838133,15,1371796906192820,0.8756768167593345
10,8,1.0,8,61844919,67278885,8,8,15,15,8,8,15,8,344,1.0,1.0,7,7,2142,261,3.696288183687806,0.12184873949579832,231,15,15,3.689194390277885,0.10784313725490197,15,4594647904293840,1.1042551308330837
10,8,1.0,9,17784332,83924268,8,8,15,15,8,8,15,8,344,1.0,1.0,7,7,1470,169,3.644765989909217,0.11496598639455782,154,15,15,3.608325103069564,0.10476190476190476,15,1717676896164310,1.1508437274332537
10,8,1.0,10,88476936,82515197,8,8,15,13,8,8,15,8,344,1.0,1.0,7,7,1938,272,3.767908558413213,0.14035087719298245,207,15,15,3.7609059081775884,0.10681114551083591,15,8013613099570740,1.0976511972720304
10,8,1.0,11,63846462,94783211,8,8,15,15,8,8,15,8,344,1.0,1.0,7,7,1365,180,3.5025132325284747,0.13186813186813187,143,13,15,3.430820673698877,0.10476190476190476,13,6757010730521000,1.1165710284830206
10,8,1.0,12,75848815,81218774,8,8,15,14,8,8,15,8,344,1.0,1.0,7,7,1748,216,3.673719288486449,0.12356979405034325,187,15,15,3.6702833867247144,0.10697940503432495,15,6598812521647420,1.0711753256174323
10,8,1.0,13,88485449,25889559,8,8,15,15,8,8,15,8,344,1.0,1.0,7,7,2550,314,3.685490090637807,0.12313725490196079,275,15,15,3.6776837500981236,0.10784313725490197,15,2750691738580880,1.2007301377629478
10,8,1.0,14,42967891,68375181,8,8,15,16,8,8,15,8,344,1.0,1.0,7,7,1794,260,3.550485622610625,0.14492753623188406,192,14,15,3.5183701146558275,0.10702341137123746,14,2606950539398100,0.8873404200368578
10,8,1.0,15,59898727,83253384,8,8,15,14,8,8,15,8,344,1.0,1.0,7,7,1980,259,3.716767427158545,0.13080808080808082,212,15,15,3.690427657935021,0.10707070707070707,15,5027024050827620,1.0080718214197926
10,8,1.0,16,16533779,99638875,8,8,15,14,8,8,15,8,344,1.0,1.0,7,7,2255,306,3.6725227149716844,0.13569844789356986,243,15,15,3.664738725710415,0.10776053215077605,15,1823531594117040,1.1069100958000324
10,8,1.0,17,56216641,11689324,8,8,15,13,8,8,15,8,344,1.0,1.0,7,7,1054,158,3.500253959002659,0.14990512333965844,110,13,14,3.4083523464139045,0.10436432637571158,13,150322682863100,0.22875480713331178
10,8,1.0,18,94983399,16833711,8,8,15,15,8,8,15,8,344,1.0,1.0,7,7,1620,213,3.596603136462527,0.13148148148148148,170,14,15,3.5416493955045243,0.10493827160493827,14,1725018336007100,1.078862609681046
10,8,1.0,19,29184187,35674747,8,8,15,15,8,8,15,8,344,1.0,1.0,7,7,1720,229,3.6752570019861754,0.13313953488372093,183,15,15,3.6724113834278636,0.1063953488372093,15,1482562259829840,1.4239818020855377
10,16,0.2,0,2004000200000700,9480000000006000,4,4,15,19,4,4,15,2,18,0.2857142857142857,0.3076923076923077,13,12,405,80,3.5613340176066566,0.19753086419753085,34,13,31,3.2705676203439467,0.08395061728395062,4,10131301010016380001000004000000,0.5332846963719525
10,16,0.2,1,9400000000018870,1000874002000040,6,6,25,27,6,6,25,3,62,0.4,0.4,14,14,962,144,4.006158774609383,0.1496881496881497,92,19,27,3.7359784644068346,0.09563409563409564,11,9061010001439458311100332000,0.0009630954868120488
10,16,0.2,2,2050000000400064,4000009000000000,5,2,10,15,5,2,10,1,10,0.3125,0.2857142857142857,15,6,273,54,3.134265468771406,0.1978021978021978,22,9,29,2.9540036423298544,0.08058608058608059,3,200010401000213000530000000000,0.024391457431559845
10,16,0.2,3,7000004004000100,8000806004000200,4,5,13,19,4,5,13,3,36,0.2857142857142857,0.35714285714285715,13,13,448,74,3.3512401811857404,0.16517857142857142,40,11,31,3.2033013852822605,0.08928571428571429,2,50005070063025040011001000000000,0.8928572131204096
10,16,0.2,4,8604000000000440,2025000010090120,5,7,23,24,5,7,23,4,69,0.3333333333333333,0.4666666666666667,14,14,572,76,4.0629777732127375,0.13286713286713286,51,17,31,3.796959842133367,0.08916083916083917,7,11263120000852623200000033010000,0.6464475291268748
